,video_id,comments
53,aTB1XUjd7Bw,"['Доробыть свою програму від серпня помилка з Ковід сертифікатом!!', 'Дурне відео', 'краще скажіть як повернутися до попередньої версії, бо після оновлення ДІЯ не відкривається. Як з*ясувалося ДІЯ працює на ОС 5.1.1 , а в мене 4.4.  ДОРОГІ ПРОГРАМІСТИ ПОЯСНІТЬ ЧОМУ ВСІ ДОДАТКИ ТА ЗАСТОСУНКИ (ПРИВАТ 24, ВАЙБЕР, ТА ІН.)  ВСЕ ПРАЦЮЄ А ""ГЕНІАЛЬНА"" ДІЯ НЕ ПРАЦЮЄ?????? ПРО ЩО ЦЕ СВІДЧИТЬ?  ПРО  ВЕЛИКИЙ РОЗУМ  ПРОГРАМІСТІВ ???  Я не здивуюсь якщо завтра стане відомо про витік даних з цієї сраної ДІЇ.  І ЧОМУ НЕМАЄ КНОПКИ Е-ПІДТРИМКА В КОМП*ЮТЕРНІЙ ВЕРСІЇ ????? ШО,  ЦЕ ВЗАГАЛІ НЕПІД*ЕМНА ЗАДАЧА??', 'Пройшло 10 днів від оформлення заявки в ощад банку, грошей досі не має.Що робити?', 'Кожен раз при вході в дію вибиває отримати 1000грн, а при переході кнопка ""отримати допомогу"" не активна. На карту гроші поступили, а по факту користуватись ними немає можливості', 'Як на компютері оновити дію?', 'По состоянию на 19.12.2021, 16:14 ""Дія"" лежит?\nДавно пора сделать на сайте и в приложении вместо приветствия сообщение, в каком состоянии находится ""Дія"" (работает ли в данный момент), чтоб понимать, стоит ли тратить время и нервы.\nЕсли бы можно было где-то поставить оценку приложению, я бы поставила, причем ниже 0.', 'Після оновлення додатку ""Дія"" не з\'явилась послуга ""єПідтримка""', 'Привіт державі у смартфоні)\nВиникла така проблема - є сертифікат з 2 дозами, зелений, все згідно канону. Є картка єПідтримки (також зелена, що характерно:) від Приват. При переході в Послуги>єПідтримка, картку в своїх базах Дія не знаходить. Перевстановлювати моторошно трохи - можу закластися, що сертифікатів воно після реінсталу не знайде (проходили вже не раз). Є якесь рішення для цієї проблеми у самому застосунку?', 'Пришло уведомление от моно банка про зачисление 1тысячи, то есть я могу уже  тратить 😀?!']"
54,lCBF7Dpffjw,"[""Після оновлення додатку внутрішній сертифікат взагалі пропав і тепер його система не знаходить. Міжнародний навіть не з'являвся, хоча дані бути внесені більше місяця тому. До лікаря зверталась, все вказано вірно, що робити? У підтримку все надіслала і зрозуміло, що відповіді не дочекалась"", 'Как продлить ковид сертификат?', 'Ложь как всегда...вы лжёте лжёте и продолжаете лгать! Дешевый кликбейт в заголовке ролика. Получение сертификата только с ПРИНУДИТЕЛЬНОЙ незаконной регистрацией! Вы враги своего народа.', 'Ребята выйдите на связь!!! При регистрации фоп уже второй день не приходят от вас код подтверждения вы в базе спамеров! Устроняйте проблемуууу!\n\nА дозвониться к вам нереально', 'Что произошло в приложением?? Пишет что сталося помилка при авторизации', 'Сделал вторую вакцинацию 22.11.2021 а сертификата о полной вакцинации нет!!!!О первой исчез естественно после нового указа!!!Спаибо,все для людей ,все для народа!!!😡😡😡😡🤬🤬', ""Де в Тернополі можна зв'язатися з представниками Дії?"", 'Добрий день. В мене вже тиждень варифікується ідентифікаційний код. А написано що це повинно тривати 6-20 хвилин. \nДо техпідтримки неможливо звернутись, усі менеджери зайняті, спілкується бот.\nЩо робити, ще довго чекати? \nЯк вакцінуватись, якщо дія не підтягне код, поки він не варифікується,  і не підтягне сертифікат відповідно?\nСкільки ще триватиме верифікація??', 'После сегодняшнего обновления вообще зайти невозможно. Заходишь через банк ID Не подтверждает.', 'Здравствуйте ! Подскажите пожалуйста , до 15 грудня  Единоразовая помощь ФОП ам  на кого распространяется  ? И можно ли ее получить в браузере , а не в приложении телефона  ?']"
55,8wyb0aBzPHE,"['Господа, вы не частное приложение разрабатываете, а социально важное приложение гос. Услуг. Просим учитывать потребности незрячих людей и сопровождать ролики не музыкой, а аудио комментариями.', 'Добрий день. В мене вже тиждень варифікується ідентифікаційний код. А написано що це повинно тривати 6-20 хвилин. \nДо техпідтримки неможливо звернутись, усі менеджери зайняті, спілкується бот.\nЩо робити, ще довго чекати? \nЯк вакцінуватись, якщо дія не підтягне код, плки він не варифікується, іі не підтягне сертифікат відповідно?\nСкільки ще триватиме верифікація??', 'По медленее можно', 'підкажіть, чому в додатку є лише міжнародний сертифікат та немає внутрішьного сертифікату? вакцинувалися 2 рази коронавак, закордонного паспорту в нас немає', 'У меня заглючил сертификат и не обновляется! Кто-то выйдет на связи?', 'Зробіть щоб можна було ФОП закрити через Дію', 'Перестаньте вбивати ІТ-галузь.\nНі антиконституційному закону ДіяСіті!', 'О, норм']"
56,GRidUs7xZjg,"['Дія не пропускає. В паспорті стоїть штамп про відмову від ИНН. Отримати 1000грн за вакцинацію не можу, отримати підтримку для ФОПів теж. Що робити?', 'Не знала,что 4 месяца их не будет....подарила державе.', 'Ни как не могу получить результат о том что я получу тысячу но требуют Милтон справок за чем не понятно', 'Нет я вакцировалась здесь дома в поликлинике нашей', 'Обновил дию, заново подал заявку на получение сертификата о вакцинации. Пришло уведомление, что сертификаты найдены и скоро появится в дие, но сертификаты не появляются . Почему так?', 'После обновления программы ""Дия"" срок действия сертификата уменьшился с августа на май ??? Вакцинировась 27 августа 2021 , а после обновления сертификат действителен до 25 мая 2022????', '4 дні назад зробила перше щеплення,але дані не знаходяться( вже варто йти до сімейного лікаще,чи ще почекати?', 'Попробовала сгенерировать сертификат с 3 прививкой. Исчезли предыдущие и больше не подтягиваются. Пишут не найдено. Что делать?', 'Я зробив першу дозу вакцини у Фінляндії другу вже в Україні. Скажіть будь ласка як я можу згенерувати сертифікат до дія???', 'В мене дія одразу викидає\nАвторизація буде доступна тільки після відеоверифікації']"
57,1R2GwdYRzxY,"['Фантасти   ""Star Wars""    яскраво  описали    як   ТОТАЛЬНО  КОНТРОЛЮВАННЯ    приходить на  крилах  слабкої  Демократії - через   Оцифровуваню    ""Індефікації"" Рабів  Системи  ....))))', 'Это кромешное адище!! Через загранпаспорт зайти не могу!!!не понимаю, почему семейный врач не может выдать ковид сертификат с кодом! Не хочу ставить себе дию, тем более заходить туда через банковскую карту!', 'Не используйте. НаЁбка.', 'Спочатку створюється проблема, а потім  - робочі місця для її вирішення. З одного боку це добре, допомагати людям у вирішенні проблеми, яку створила держава. А що, неможливо, щоб не створити проблему, а потім не робити вигляд, що про нас потурбувалися?', 'В дії', 'Як зробити сертифікат закордонний', 'Молодці, друзі! Добре, що у містах, а згодом сподіваюся що й у менших населених пунктах нашої країни усі, хто потребує допомоги її може отримати. Це дуже добре! Зичу команді Мінцифри й Дії всіляких успіхів!', 'Здравствуйте. Подскажите,пожалуйста,планируется ли открытие центра Дія бізнес в городе Сумы? Очень бы хотелось иметь такое крутое место в городе)', 'Доделайте это проглюченное приложение! Десять раз уже его скачала! Сколько ещё скачивать, прежде чем удастся войти посредством заграна /NFC?????', 'Тому що сімейний лікар має лікувати і займатися 2000 пацієнтами а не гратися в Дію.']"
58,idEHCb56AWQ,"['!!!', 'Дякуємо. ПРОХАННЯ - 1) Надати можливість в Дії громадянам підписувати Дія.Підписом документи в pdf-форматі з можливістю їх зберігати з ЕЦП або поширювати (відправляти на ел.адресу) 2) не порушувати вимог чинного законодавства України - зокрема Дія ( розділ Штрафи) показує дані ( це порушення) про притягнення громадянина до адмін.відповідальності за порушення ПДР та сплату штрафу, хоча така інформація після спливу 1 року має бути видалена - див. КОДЕКС України про адміністративні правопорушення.', 'Супер, ви супер', 'Сертификат нарколога, психолога тоже сделать онлайн! Деньги на этом зарабатывают определённые люди.', 'Сервера  ""Дія""  в  раші?       \n\n Основа  стабільного  функціонування Цифрових  технологій  -    Стабільне  Електропостачання .  \nВ  Україні  -  Стовпи і  Електромережі  ставив  ще   Дєдушка  Ленін..  і  з тих  пір  вони  Не   Еволюціонували   )))  тобто -  Легенький  вітерець  -і  цілі райони   вимикають (а  це сотні сіл)  від  електрики)))  у  нас  Доісьторична система  ЕлектроПостачання.\n\n\n2) Паперова Документація  Повина  Функцінувати  разом  з  Цифровою.', ""Коли посвідка на постійне месце проживинная з'явится"", 'Супер!!! Бо чоловік вже мене замучив, вічно дзвонить і « приготуй мені паспорт, потрібно получити посилку»,і я бігаю по квартирі і готую його паспорт, і він лишню солярку тратить, щоб заїхати і взяти свій паспорт. А тепер супер!!!  В дії відкрив і все! Велике дякую, що полегшили наше життя! Ще раз супер! Молодці!', 'С переводчиком-проповедником конечно залёт)', 'Невыносимо смотреть, выделите пару лямов на переводчика', 'Молодці!']"
59,o4Vp-SCgfZE,"['Чому ОК-7 пише помилка ?', 'В мене пише, що не можу скористатися послугою, що мені робити?', 'Для пенсіонерів необхідно йти до пенсійного фонду і стояти у черзі. Навіщо ця людям??', 'У меня выбивает ошибку когда беру справку', 'вибиває помилку і каже щоб зайшли пізніше. В чому справа?', 'А если паспорт книжечка? Получится заказать справку ?', 'Довілка ОК-7 не обробляється на порталі ДІЯ. Ось вже декілька днів намагаюся це зробити', 'Довідка ОК-7 не формується', 'Вообще ничего не понял в этом видео', 'Чому послуги в мобільному пристрої немає']"
60,tvU8Q703Gf4,"['Чому не приходить витяг про реєстрацію', 'Як зробити додаток13 справочку2022 дитині', 'Не працює, постійно видає що відповідає.', 'Підкажіть, як в Дія отримати ""виписку з єдиного державного реєстру юридичних осіб та фізичних осіб-підприємців""?', 'Очень-очень удобно. Спасибо большое,  рад что не придётся торчать в очереди', 'Немає у дії у мене нічого про витяг', 'Пенсии помощь у меня нет', 'Підкажіть, провакцинувались двічі. У мене в додатку сертифікат генерується, а в дружини, на жаль ні.  Задвоєння даних...Вже написали лист для коригування даних. Це як виявляється тривалий процес...(((В кінці грудня потрібно летіти в Італію, тож цікавить питання - чи можна подорожувати з довідкою від сімейного лікаря, де буде вказано, що ми провакциновані двічі файзером?', 'Було б класно отримати подібну інструкцію щодо зміни місця реєстрації за домогою Дії)', 'Я вакцинувався за кордоном, як я можу підтягнути свій англійський сертифікат в дію?']"
61,ZPXRTMithts,"['Підкажіть, будь ласка, як можна замовити довідку за 2022 рік? На відео у вас як і у нас - тільки з 2017 по 2021 роки.', 'а можна інструкцю просто довідку про доходи, с ДФС', 'Глючная программа. Ни хрена не получается зарегистрироваться. Какая страна  - такая и программа. Как такое говно вообще могли прировнять к государственной программе? Очередной распил бабла патриотами страны.', 'Як отримати довідку не пенсіонеру?', 'Не у всих пенсіонерів є закордонні паспорти, ДІЯ чомусь не сканірує дані з бумажних паспортів, як нам пенсіонерам бути, ми повинні  далі ходити по інстанціях ? Дякую.', 'Получается в приложении ограниченая функциональнось, будто это совсем два разных сервиса', 'Почему функциональность приложения и то что можно сделать в браузере с компьютера отличаются? Почему это всё рельзя сделать через приложение и потом сохранить себе эти файлы на телефоне?', 'А як отримати довідку у мобільному додатку ""Дія"" на смартфоні андроїд?']"
62,Fn7wTwCeBzA,"['Коли буде можливість додати в дію закордонний сертифікат про вакцинацію?', 'После обновления не появилась услуга є підтримка', 'Круто 🔥😎', 'Як зісканувати qr код з дії, якщо він не  зберігається після того, як закривається дія? Ви його скануєте з паперового варіанту???', 'Больше месяца пытаюсь получить сертификат, и ваша несчастная Дія не выдает мне, пишет уже больше месяца что данные дублируются, алло вы 😁', 'якщо не має паспорта в дії.. але є картка платника податкiв! ковід сертифікат підтянеться?', 'Єдина перемога цієї недулогої влади це міністерство трансформації. Ви дуже круті', 'напишу тут хоч і не втему\nМоя пропозиція щодо того як пофіксити ситацію з підробкою ДІї\r\n1) Окреслимо проблему людям (тим же офіціантам) лінь перевіряти qr-код.\r\n2) то давайте зробимо так, щоб перевірка НЕ через qr була важча\r\n3) пропоную, щоб в Дії за замовчуванням відображалась не інформація про власника документів,\r\nа сам qr-код, а коли ти хочеш подивитись дані, то тобі потрібно почекати до прикладу 10-20 секунд\r\n\r\nдля чого? \r\nадекватна людина не буде чекати 10-20 секунд поки завантажиться документ, а візьме телефон і перевірить через qr\r\nякщо ж до офіціанта підійде людина з уже підвантаженими документами є сенс задуматись нащо людина їх підвантажила і якщо офіціант ""бдітєльний"", то попросить показати qr, а особливо якщо він уже прийшов з телефоном, щоб перевірити qr.', 'Авторизація в додатку Дія не працює (відео)\r\nhttps://youtu.be/tstLYdV17bE', 'Як щодо створення можливості отримати сертифікат про одужання на сайті Дії, без мобільного застосунку?  Це дуже складна задача???']"
63,zGGQDUwq3wY,"['Я робив Джонсон і Джонсон за кордоном і не можу додати пдф файл, що робити?', 'Я нажимаю завантажити, і нічого не відбувається, підкажіть, будь ласка,  буду вдячна', 'Як завантажити пдф у дию? Приложение не находит сертификат, хотя с портала я сначала в пдф себе на телефон. Послала запрос на поиск в приложении, но через пару часов статус ""в обработке"" пропадает и никаких сообщений от дии, почему она не находит его не приходит. Как добавить сертификат в дию из пдф?', 'Где загрузка пдф в андроид? Версия 3.0.26', 'У вас гроші на тестерів закінчились? Чому на андройд девайсах не працює експорт пдф? я писав про цю проблему в саппорт ше декілька тижнів назад. досі не пофіксили. ви кого там блт понабирали??! ідіоти блт', 'Не вдається завантажити у PDF . Пише помилку «Нажаль сталася помилка» спробуйте пізніше !', 'Хе собачий,  зайти на портал, який не працює', 'Я вакцинироватся в Польше. Есть сертификат с QR кодом. В приложении Дiя у меня нет функции загрузить pdf. Дiя  считывает QR код европейского сертификата и находит его, но не загружает сертификат. Подскажите, как загрузить европейский сертификат о вакцинации?', 'Когда будет доступен Джонсон и Джонсон?', 'Когда выбираю ""скачать сертификат"" выбивает приложение\nЧто делать?']"
64,vMrdjw3raZc,"['Дужедякую.О Ы', 'Добрый день. Вчера зарегистрировалась в Дие на мобильном по загранпаспорту (Крутила головой, дважды вводила пинкод), посмотрела документы и сертификат, а сегодня не могу войти - нет кнопки ""войти"" а сразу начинается опять с 5 шагов регистрации. Что делать?', 'Авторизація в додатку Дія не працює (відео)\r\nhttps://youtu.be/tstLYdV17bE', 'Окрім західної України де є такі ""центри"" та волонтерські пункти? Цікавить Дніпро. Дякую.', 'Дія примите меры к Давидець Марина Ярославовна, работника печерского цнапа, который систиматически не выпрлняет свои обязоности!\n\nДавидець Марина Ярославовна отказала уже больше 10 человекам в оформлении компинсации на пакунок малюка, о чем сообщила мне (имееться аудио запись), в следствии чего минимум 10 человек не смогли его оформить в том числе и я\r\nПрошу уведомить меня о принятых мерах к Давидець Марина Ярославовна\n\nТакже Дия, вы пишите на сайте о оформлении пакунка малюка в ЦНАП, вы обмануете, и формить его невозможно, больше того потратил 2 недели и не успел оформить, так как, цнап послал в налоговую, а налоговоя попросту не приняла документы, а срок 1 мес за который нужно оформить (работаю), это типа не риально, 1600 грн потратил уже на такси чтоб просто подать, но не подал, почему?', 'Как загрузить техталон от авто в Дію?', 'Люди- коментаторы,о чем вы??? Мне 60 лет и за одну минуту зарегестрировалась в приложении  ,а через две минуты по запросу  появился сертификат о вакцинации !!!  О чем вы? Зачем вы пишите ерунду?Отличное приложение! Спасибо за приложение- был случай с  срочным получением документа- и помогла именно ДИЯ!(находясь в транспорте- скачала дию- и все документы сразу у тебя в руках! ,не пришлось ехать за бумажными документами и делать ксерокопии!!!)', 'ганьба, грантоїди, два тижні неможу добитися сертифікату, одні на одних посилають, а сертифікату так і нема...', 'Підписання документів на сайті ""Дія""   https://youtu.be/Q85DeBMswrw', 'Где можно найти перечень этих пунктов по городах? На официальном сайте не нашла.']"
65,HAMVn7Imlz8,"['Гавно! \nС 29 января 22 года ничего не подтянулось. \nПовторно ходила к врачу 15 февраля. Говорит у неё все внесёно -  результат я до сих пор без сертификата!', 'Ребятки,2-го февраля сделала тест, сегодня 7-го узнала что ковид положительный. Болею с 28 января.  Как быстро можно подтятуть выздоровление в дию? Мне 13-го на поезде ехать. Не хочу тратиться на тест...', 'Скажіть, будь ласка, якщо був відкритий електронний лікарняний, це означає, що данні введено вірно і сертифікат таки з‘явиться? Сьогодні 15-й день від постановки діагнозу , а сертифікату в Дії немає 🙄…', 'Цей сертифікат ще діє? В мене сьогодні виявився позитивний', 'Перехворів дома на ковід, але дзвонити, записуватись до сімейного лікаря, їхати з ковідом, щей багато разів я не хочу.', 'Доброго дня! Підкажіть, як отримати паперовий варіант сертифікату про одужання з Дії? Тобто завантажити PDF', 'Придивіться уважніше,при натисканні на ,,Одужання"",з\'являється пункт ,,Внутрішній"".Зараз цього немає вже.Генерується ТІЛЬКИ міжнародний.Видаляйте вже це відео,воно не актуальне.Зробили одужавших неіснуючими людьми.', 'Як роздрукувати сертифікат про одужання???', 'Тотальный контроль при помощи QR кода! Контроль каждого движения от рождения! Домайданились.', 'Фашисты! А что делать тем у кого вообще нет телефона и интернета? Пенсионерам что делать? Вы продажные людишки им купите смартфоны по пять тысяч гривен? А интернет подключите и оплатите минимум за двести гривен за месяц? Нет слов. Цифровой концлагерь грядет']"
66,hMtlPwmno0s,"['Установлено приложение на смартфоне, при входе в кабинет на сайте, через банкинг отображается вся информация, но зачем необходимо вводить паспортные данные по новому и почему требуется ""Электронный ключ""?!', 'Зробила першу вакцину разом з чоловіком.У нього підтягнуло в цей же день, а в мене пише що тільки після другої.У когось таке було?', 'Как? Как это просто получить сертификат если ваша программа просто ....  Невозможно войти на сайт Дія через Дія підпис. Приложение уже раз 10 переустанавливать на телефон, Дія підпис активирован в приложении. А вот скан кода не проходит. Точнее в приложении после сканирования кода ничего не происходит. А на сайте просто истекает три минуты действия кода и всё - ничего не происходит. Полное   .....', 'Переустановил дию и теперь пропала бегущая строка и том что я вакцинирован, теперь ее не будет? Будет просто сертификат??', 'Два дня уже не подтягивается!!!!', 'Чи буде можливість додати сертифікат європейський про вакцинацію у дію? Я наприклад вакцинувався у Польщі.', 'Якщо даю щгоду але сертифік виданний в Республіка Корея не підтягується! Що робити?', 'а вы можете выпускать обновления так что ни че не навернуть? с обновлением 3.0.17 не заходит на портал через дия подпись.', 'Тоді виникає логічне питання, а як мєнтяри перевірять вакцинацію, якщо не дам їм згоду? Тільки рішення суду! А мєнтяри людей шургають.', 'Питання: якщо вакцинацію зроблено в іншій країні, буде сертифікат в Дії?']"
67,NsqFdxd0gqM,"['Как сделать так чтобы ваше приложение адекватно работало? Мой тесть приехал с заграницы, ему установили это приложение и сказали сидеть дома на карантин, в итоге телефон завис, невозможно ничего сделать с вашим приложением так как не работает при нажатии. Человек давно дома и Ничерта не может сделать нормально! Оптимизировать работу как будто сложно, если наши айтишники не могут, наймите хотяб индусов, толк будет и то лучше!!!🤬🤬🤬', 'Это что за брехня??? Не работает', 'Если прошла регистрация через приложение на телефоне, зачем на портале, чтоб получить сертификат, требуется вводить данные по новому?!? Не понятно для чего программа пытается получить доступ к электронной подписи!?!\nБудьте так Любезны, - уберите не нужные запросы на повторные данные, если человек вошёл в свой кабинет!\nНе понятно с какой целью вы это делаете, если данные уже есть!!!', 'Все дуже просто. Але...Як знайти цього лікаря, який увів неправильні дані до реєстру?', 'зелений сертифікат автоматично  підтягується чи потрібно знову робити запит у Дія на отримання сертифікату ????', 'Доброго дня, ковід сертифікат знаходиться(має бути зелений) переходжу по повідомленню про знайдений сертифікат та потрапляю на стартову сторінку у додатку без сповіщень про якісь помилки. Тех підтримка не помагає свого питання цьому боту не задаш. Що робити???', 'Мне не подтягивается ковид сертификат. Все видео как это сделать не актуальны для последней версии. Дия просит международный сертификат чтобы добавить внутришный. А у меня международного нет. Как добавить мне ковид сертификат?', 'Якщо менi не можна вакцинуватись, в мене алергія і астма, протипоказання, а в даному  випадку я не можу подорожувати та пересуватись по місту, нормально працювати. Як бути в такому випадку??????', 'Подскажите, как для иностранца в Covid- сертификате сделать корректное отображение имени? Так как идёт транслитерация с украинского варианта имени, которая не совпадает с загранпаспортом .', 'Вітаю. Підкажіть, в Дії підтягнувся мій сертифікат про щеплення 2 дозами, але без фото. У знайомих фото є. Чи є дійсним мій сертифікат, якщо в ньому немає фото?']"
68,Q51NG9RVBJM,"['Так шо робити, куди звертатись?', 'Как произвессти замену имени на правильную в ДИИ?', 'Як звернутись в підтримку , якщо вона вічно зайнята ахах', 'Это вопрос с транслитерацией только через вашу службу можно решить? Вы не можете уже что то придумать и добавить например поле: имя и фамилия как в паспорте? Так как врач не может это исправить, а так бы вы уже давно бы все решили свой вопрос. \nМне нужно поменять и имя и фамилию с сертификате, как это сделать? Как мне ехать домой за границу?\nИ не посылайте меня в ваши службы с ботами: уже везде написала нигде ни ответа, ни кого живого!((( столько здоровья и нервы людям портите!(((', '..Хочу описати мій перший візит в ресторан в Європі, конкретно Італія. Сіли за столик, подружка має місцевий сертифікат, в мене український. Підійшов офіціант і попросив показати сертифікати. Поки вона відкривала свій паперовий моя Дія була вже відкрита І я бачила зелену галку. Все ОК. Визнано Європою. Дія була швидше за місцевий сертифікат 🤩', 'Вопрос к транслитерации людей которые с видом на жительство. Транслитерация имени переведённого на украинский не совпадает с именем в  загран паспорте другой страны — как быть в таком случае? Возможно ли исправить в «ручном режиме»?', 'Свяжитесь со мной! В вашем приложении дія. В моем биометрическом паспорте пишет что бы я обратился в налоговую. Я уже обращался ничего не изменилось !!! Как мне быть кто решит мою проблему уже прошло больше 2 недель е вам не реально дозвониться на горячую линию и к вам не реально дописаться в чат боте ! Спасибо за сервис', 'Посилання забули', 'Скажите пожалуйста, куда делся мой сертификат в приложении? Пишет, что нет в базе, хотя он был и на портале все нормально, а приложения не подтягивает, в чем проблема?', 'У меня не правильно имя и фамилия написано']"
69,XAG4zFO_uXM,"['Чи можна виїжджати за кордон без цифрового ковід-сертифікату? Застосунок Дія не працює через відсутніть Ідентифікаційного коду.', 'Коли роздруковую сертифікат з дії, там написано ""Цей сертифікат не є проїздним документом"", тобто я не можу з ним виїхати за кордон?', 'Почему когда я заказывал в Дия международный сертефикат он сначала был на латинице,а потом сверху стало написано что это Внутренний сертефикат ?Как мне теперь получить международный для выезда за границу ?', 'Пропав закордонний паспорт з дії! Через те і не підтягує ковід сертифікат! Зробіть вже хоть щось нормально а не відео знімайте!!', 'Тобто мені не треба вже до сімейного йти, щоб вона мені зробила міжнародний сертифікат? Достатньо роздрукувати з порталу?', 'Все не як у людей!!!', 'Закордоном потрібні сертифікати з qr кодом! А роздрукований чи навіть з дії сертифікат містить qr код який не зчитується! Він зчитується тільки в середині застосунку дія! Тоді випливає питання навіщо він взагалі потрібний якщо його не можливо перевірити закардоном????👎😫', 'Дякую.']"
70,W-ububNhL5w,"['Посилання на форму яку треба заповнити не працює. Лікар зробив помилку і тепер вже місяць не можу зробити документ. Через це вона повинна сидіти 2 тижні в карантині за кордоном. Дуже дякуємо лікарю та вашій системі, що воеа нормально не працює та створює такі складнощі!', 'какие документы нужно отреагировать и как это легче сделать v pdf формате', 'відповіді ""що робити"" не отримала', 'Посилання на рекомендовану форму заяви НСЗУ - НЕ ПРАЦЮЄ! не має можливості виправити дублюючі дані дитини', 'Ваші дані задубльовано. Що робитиз такою проблемою? Я звертався до сімейного лікаря , відправляв заяву НСЗУ з усунення дублів , пройшов уже місяць , але нічого не змінилося. Що робити???', 'Вакцинувалася ще в жовтні, але досі не можу отримати сертифікат. Відповідно і 1000 гривень також. Подавала заявку до НСЗУ, вони обіцяли допомогти,  сказали , що виправили дані, але так нічого і не змінилось.  Вже 5-й місяць я не маю сертифікату , не можу отримати кошти , хоча як і інші законослухняні громадяни вакцинувалась. Куди мені далі звертатись ?  Що робити??', 'Пройшло рівно два місяці з моменту подачі заяви з проханням виправити помилку. Але її досі не виправили і сертифікат в дії так і не з‘явився. Працівники гарячої лінії НЗСУ взагалі не знають, що в них відбувається і в один день три різних працівника дали кардинально різну інформацію, щодо обрацювання цих заяв. Один сказав, що їх опрацьовують протягом місяця, другий - протягом двох, а третя працівниця взагалі сказала, що розгляд заяв призупинено. \nРозберіться нарешті вже, що в вас там взагалі відбувається, бо вже 2 місяці моя заява навіть ще не розглядалася, я вже мовчу про вирішення проблеми.', 'Несколько месяцев не могу ничего сделать. Сайт НСЗУ просто НЕ работает', 'Молодці що зробили взагалі дію, як вийти із ситуації?  поки дочекаєшся за  відповіді то 3 місяця пройде, дурня зробіть вирішення проблеми онлайн, с', 'У меня тоже дублюеться в дии. Мой ИНН у моего ребенка в декларации и у меня. Врач изменить и удалить не может,только через заявку в НСЗУ. Но НСЗУ не торопится. И звонила и заявки оставляла,жду. Зачем так усложнять. Дайте доступ врачу,чтоб он мог сам изменить. Пока дождешься, срок вакцинации истечет,делала в августе.']"
